age,gender,education_level,job_title,years_of_experience,salary,job_title_norm
49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,senior project engineer
36.0,Male,Master's,Back end Developer,9.0,150000.0,back end developer
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0,full stack engineer
45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,software engineer manager
28.0,Female,Bachelor's,Front end Developer,2.0,65000.0,front end developer
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0,software engineer manager
30.0,Male,Bachelor's,Back end Developer,5.0,100000.0,back end developer
46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,senior project engineer
25.0,Female,Bachelor's,Front end Developer,1.0,55000.0,front end developer
42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,software engineer manager
31.0,Male,Bachelor's,Full Stack Engineer,6.0,115000.0,full stack engineer
49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,senior project engineer
36.0,Male,Master's,Back end Developer,9.0,150000.0,back end developer
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0,full stack engineer
45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,software engineer manager
28.0,Female,Bachelor's,Front end Developer,2.0,65000.0,front end developer
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0,software engineer manager
30.0,Male,Bachelor's,Back end Developer,5.0,100000.0,back end developer
46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,senior project engineer
25.0,Female,Bachelor's,Front end Developer,1.0,55000.0,front end developer
42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,software engineer manager
31.0,Male,Bachelor's,Full Stack Engineer,6.0,115000.0,full stack engineer
49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,senior project engineer
36.0,Male,Master's,Back end Developer,9.0,150000.0,back end developer
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0,full stack engineer
45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,software engineer manager
28.0,Female,Bachelor's,Front end Developer,2.0,65000.0,front end developer
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0,software engineer manager
30.0,Male,Bachelor's,Back end Developer,5.0,100000.0,back end developer
46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,senior project engineer
25.0,Female,Bachelor's,Front end Developer,1.0,55000.0,front end developer
42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,software engineer manager
31.0,Male,Bachelor's,Full Stack Engineer,6.0,115000.0,full stack engineer
49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,senior project engineer
36.0,Male,Master's,Back end Developer,9.0,150000.0,back end developer
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0,full stack engineer
45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,software engineer manager
28.0,Female,Bachelor's,Front end Developer,2.0,65000.0,front end developer
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0,software engineer manager
30.0,Male,Bachelor's,Back end Developer,5.0,100000.0,back end developer
46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,senior project engineer
25.0,Female,Bachelor's,Front end Developer,1.0,25000.0,front end developer
29.0,Male,Bachelor's,Front end Developer,4.0,90000.0,front end developer
40.0,Female,Master's,Software Engineer Manager,12.0,160000.0,software engineer manager
27.0,Female,Bachelor's,Back end Developer,3.0,80000.0,back end developer
50.0,Male,PhD,Senior Project Engineer,18.0,195000.0,senior project engineer
33.0,Female,Master's,Full Stack Engineer,6.0,115000.0,full stack engineer
37.0,Male,Bachelor's,Software Engineer Manager,10.0,150000.0,software engineer manager
28.0,Male,Bachelor's,Front end Developer,2.0,65000.0,front end developer
44.0,Female,PhD,Senior Project Engineer,14.0,190000.0,senior project engineer
35.0,Male,Master's,Back end Developer,8.0,140000.0,back end developer
47.0,Male,PhD,Software Engineer Manager,16.0,185000.0,software engineer manager
34.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0,full stack engineer
31.0,Female,Master's,Front end Developer,5.0,105000.0,front end developer
51.0,Male,PhD,Senior Project Engineer,19.0,200000.0,senior project engineer
30.0,Male,Bachelor's,Back end Developer,5.0,100000.0,back end developer
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0,software engineer manager
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0,full stack engineer
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,senior project engineer
29.0,Female,Bachelor's,Front end Developer,4.0,90000.0,front end developer
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0,software engineer manager
27.0,Male,Bachelor's,Back end Developer,3.0,80000.0,back end developer
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,senior project engineer
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0,full stack engineer
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0,software engineer manager
27.0,Male,Bachelor's,Front end Developer,2.0,65000.0,front end developer
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,senior project engineer
34.0,Male,Master's,Back end Developer,8.0,140000.0,back end developer
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,software engineer manager
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0,full stack engineer
30.0,Female,Master's,Front end Developer,5.0,105000.0,front end developer
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,senior project engineer
30.0,Male,Bachelor's,Back end Developer,5.0,100000.0,back end developer
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0,software engineer manager
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0,full stack engineer
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,senior project engineer
29.0,Female,Bachelor's,Front end Developer,4.0,90000.0,front end developer
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0,software engineer manager
27.0,Male,Bachelor's,Back end Developer,3.0,80000.0,back end developer
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,senior project engineer
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0,full stack engineer
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0,software engineer manager
27.0,Male,Bachelor's,Front end Developer,2.0,65000.0,front end developer
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,senior project engineer
34.0,Male,Master's,Back end Developer,8.0,140000.0,back end developer
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,software engineer manager
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0,full stack engineer
30.0,Female,Master's,Front end Developer,5.0,105000.0,front end developer
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,senior project engineer
30.0,Male,Bachelor's,Back end Developer,5.0,100000.0,back end developer
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0,software engineer manager
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0,full stack engineer
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,senior project engineer
29.0,Female,Bachelor's,Front end Developer,4.0,90000.0,front end developer
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0,software engineer manager
27.0,Male,Bachelor's,Back end Developer,3.0,80000.0,back end developer
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,senior project engineer
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0,full stack engineer
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0,software engineer manager
27.0,Male,Bachelor's,Front end Developer,2.0,65000.0,front end developer
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,senior project engineer
34.0,Male,Master's,Back end Developer,8.0,140000.0,back end developer
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,software engineer manager
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0,full stack engineer
30.0,Female,Master's,Front end Developer,5.0,105000.0,front end developer
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,senior project engineer
30.0,Male,Bachelor's,Back end Developer,5.0,100000.0,back end developer
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0,software engineer manager
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0,full stack engineer
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,senior project engineer
29.0,Female,Bachelor's,Front end Developer,4.0,90000.0,front end developer
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0,software engineer manager
27.0,Male,Bachelor's,Back end Developer,3.0,80000.0,back end developer
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,senior project engineer
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0,full stack engineer
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0,software engineer manager
27.0,Male,Bachelor's,Front end Developer,2.0,65000.0,front end developer
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,senior project engineer
34.0,Male,Master's,Back end Developer,8.0,140000.0,back end developer
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,software engineer manager
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0,full stack engineer
30.0,Female,Master's,Front end Developer,5.0,105000.0,front end developer
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,senior project engineer
30.0,Male,Bachelor's,Back end Developer,5.0,100000.0,back end developer
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0,software engineer manager
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0,full stack engineer
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,senior project engineer
29.0,Female,Bachelor's,Front end Developer,4.0,90000.0,front end developer
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0,software engineer manager
27.0,Male,Bachelor's,Back end Developer,3.0,80000.0,back end developer
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,senior project engineer
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0,full stack engineer
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0,software engineer manager
27.0,Male,Bachelor's,Front end Developer,2.0,65000.0,front end developer
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,senior project engineer
34.0,Male,Master's,Back end Developer,8.0,140000.0,back end developer
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,software engineer manager
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0,full stack engineer
30.0,Female,Master's,Front end Developer,5.0,105000.0,front end developer
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,senior project engineer
30.0,Male,Bachelor's,Back end Developer,5.0,100000.0,back end developer
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0,software engineer manager
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0,full stack engineer
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,senior project engineer
29.0,Female,Bachelor's,Front end Developer,4.0,90000.0,front end developer
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0,software engineer manager
27.0,Male,Bachelor's,Back end Developer,3.0,80000.0,back end developer
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,senior project engineer
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0,full stack engineer
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0,software engineer manager
27.0,Male,Bachelor's,Front end Developer,2.0,65000.0,front end developer
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,senior project engineer
34.0,Male,Master's,Back end Developer,8.0,140000.0,back end developer
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,software engineer manager
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0,full stack engineer
30.0,Female,Master's,Front end Developer,5.0,105000.0,front end developer
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,senior project engineer
30.0,Male,Bachelor's,Back end Developer,5.0,100000.0,back end developer
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0,software engineer manager
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0,full stack engineer
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,senior project engineer
29.0,Female,Bachelor's,Front end Developer,4.0,90000.0,front end developer
27.0,Male,Nan,Developer,7.0,100000.0,developer
31.0,Female,Bachelor's,Front end Developer,6.0,110000.0,front end developer
37.0,Male,Master's,Software Engineer Manager,10.0,150000.0,software engineer manager
27.0,Male,Bachelor's,Back end Developer,3.0,80000.0,back end developer
50.0,Male,PhD,Senior Project Engineer,18.0,195000.0,senior project engineer
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0,full stack engineer
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0,software engineer manager
27.0,Male,Bachelor's,Front end Developer,2.0,65000.0,front end developer
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,senior project engineer
34.0,Male,Master's,Back end Developer,8.0,140000.0,back end developer
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,software engineer manager
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0,full stack engineer
30.0,Female,Master's,Front end Developer,5.0,105000.0,front end developer
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,senior project engineer
30.0,Male,Bachelor's,Back end Developer,5.0,100000.0,back end developer
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0,software engineer manager
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0,full stack engineer
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,senior project engineer
29.0,Female,Bachelor's,Front end Developer,4.0,90000.0,front end developer
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0,software engineer manager
27.0,Male,Bachelor's,Back end Developer,3.0,80000.0,back end developer
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,senior project engineer
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0,full stack engineer
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0,software engineer manager
27.0,Male,Bachelor's,Front end Developer,2.0,65000.0,front end developer
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,senior project engineer
34.0,Male,Master's,Back end Developer,8.0,140000.0,back end developer
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,software engineer manager
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0,full stack engineer
30.0,Female,Master's,Front end Developer,5.0,105000.0,front end developer
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,senior project engineer
30.0,Male,Bachelor's,Back end Developer,5.0,100000.0,back end developer
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0,software engineer manager
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0,full stack engineer
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,senior project engineer
29.0,Female,Bachelor's,Front end Developer,4.0,90000.0,front end developer
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0,software engineer manager
27.0,Male,Bachelor's,Back end Developer,3.0,80000.0,back end developer
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,senior project engineer
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0,full stack engineer
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0,software engineer manager
